Smooth Loops,Parallelisim Type,Matrix Size,Nodes,MPI Tasks,Thread Pool,Accuracy,Time,CRC64,Parity,Speedup,Efficiency,SOPS,GSOPS/sec,Karp-Flatt,Overhead,Isoefficiency
2036,1,1024,4,49,1,0.0001,0.909666,06a8ad906dc8a3bb,cff0d5f929dc08e7,35.5960,0.7264,2.13E+09,2.34,0.0078,12.19,0.069
2036,1,1024,4,50,1,0.0001,0.880684,06a8ad906dc8a3bb,cff0d5f929dc08e7,36.7674,0.7353,2.13E+09,2.41,0.0073,11.65,0.070
2036,1,1024,4,51,1,0.0001,0.845569,06a8ad906dc8a3bb,cff0d5f929dc08e7,38.2943,0.7509,2.13E+09,2.51,0.0066,10.74,0.073
2036,1,1024,4,52,1,0.0001,0.827163,06a8ad906dc8a3bb,cff0d5f929dc08e7,39.1464,0.7528,2.13E+09,2.57,0.0064,10.63,0.072
2036,1,1024,4,53,1,0.0001,0.823807,06a8ad906dc8a3bb,cff0d5f929dc08e7,39.3059,0.7416,2.13E+09,2.58,0.0067,11.28,0.068
2036,1,1024,4,54,1,0.0001,0.828177,06a8ad906dc8a3bb,cff0d5f929dc08e7,39.0985,0.7240,2.13E+09,2.57,0.0072,12.34,0.063
2036,1,1024,4,55,1,0.0001,0.783584,06a8ad906dc8a3bb,cff0d5f929dc08e7,41.3236,0.7513,2.13E+09,2.71,0.0061,10.72,0.068
2036,1,1024,4,56,1,0.0001,0.780223,06a8ad906dc8a3bb,cff0d5f929dc08e7,41.5016,0.7411,2.13E+09,2.73,0.0064,11.31,0.065
2036,1,1024,4,57,1,0.0001,0.813555,06a8ad906dc8a3bb,cff0d5f929dc08e7,39.8012,0.6983,2.13E+09,2.61,0.0077,13.99,0.055
2036,1,1024,4,58,1,0.0001,0.779825,06a8ad906dc8a3bb,cff0d5f929dc08e7,41.5228,0.7159,2.13E+09,2.73,0.0070,12.85,0.057
2036,1,1024,4,59,1,0.0001,0.766164,06a8ad906dc8a3bb,cff0d5f929dc08e7,42.2631,0.7163,2.13E+09,2.78,0.0068,12.82,0.056
2036,1,1024,4,60,1,0.0001,0.750651,06a8ad906dc8a3bb,cff0d5f929dc08e7,43.1365,0.7189,2.13E+09,2.83,0.0066,12.66,0.056
2036,1,1024,4,61,1,0.0001,0.757264,06a8ad906dc8a3bb,cff0d5f929dc08e7,42.7598,0.7010,2.13E+09,2.81,0.0071,13.81,0.052
2036,1,1024,4,62,1,0.0001,0.738648,06a8ad906dc8a3bb,cff0d5f929dc08e7,43.8375,0.7071,2.13E+09,2.88,0.0068,13.42,0.052
2036,1,1024,4,63,1,0.0001,0.738451,06a8ad906dc8a3bb,cff0d5f929dc08e7,43.8492,0.6960,2.13E+09,2.88,0.0070,14.14,0.050
2036,1,1024,4,64,1,0.0001,0.704975,06a8ad906dc8a3bb,cff0d5f929dc08e7,45.9314,0.7177,2.13E+09,3.02,0.0062,12.74,0.052
1981,0,4096,4,1,1,0.0001,507.583445,1fef342d24fff701,fc5302946ace139b,1.0000,1.0000,3.32E+10,0.07,n/a,0.00,1.000
1981,1,4096,4,1,1,0.0001,507.560805,1fef342d24fff701,fc5302946ace139b,1.0000,1.0000,3.32E+10,0.07,n/a,-0.02,1.000
1981,1,4096,4,2,1,0.0001,273.862217,1fef342d24fff701,fc5302946ace139b,1.8534,0.9267,3.32E+10,0.12,0.0791,40.14,0.872
1981,1,4096,4,3,1,0.0001,184.345888,1fef342d24fff701,fc5302946ace139b,2.7534,0.9178,3.32E+10,0.18,0.0448,45.45,0.802
1981,1,4096,4,4,1,0.0001,138.421297,1fef342d24fff701,fc5302946ace139b,3.6669,0.9167,3.32E+10,0.24,0.0303,46.10,0.750
1981,1,4096,4,5,1,0.0001,111.112008,1fef342d24fff701,fc5302946ace139b,4.5682,0.9136,3.32E+10,0.30,0.0236,47.98,0.698
1981,1,4096,4,6,1,0.0001,93.035779,1fef342d24fff701,fc5302946ace139b,5.4558,0.9093,3.32E+10,0.36,0.0199,50.63,0.648
1981,1,4096,4,7,1,0.0001,79.907484,1fef342d24fff701,fc5302946ace139b,6.3521,0.9074,3.32E+10,0.42,0.0170,51.77,0.607
1981,1,4096,4,8,1,0.0001,69.955994,1fef342d24fff701,fc5302946ace139b,7.2558,0.9070,3.32E+10,0.47,0.0147,52.06,0.573
1981,1,4096,4,9,1,0.0001,62.462537,1fef342d24fff701,fc5302946ace139b,8.1262,0.9029,3.32E+10,0.53,0.0134,54.58,0.534
1981,1,4096,4,10,1,0.0001,56.23074,1fef342d24fff701,fc5302946ace139b,9.0268,0.9027,3.32E+10,0.59,0.0120,54.72,0.507
1981,1,4096,4,11,1,0.0001,51.20977,1fef342d24fff701,fc5302946ace139b,9.9118,0.9011,3.32E+10,0.65,0.0110,55.72,0.479
1981,1,4096,4,12,1,0.0001,47.052581,1fef342d24fff701,fc5302946ace139b,10.7876,0.8990,3.32E+10,0.71,0.0102,57.05,0.452
1981,1,4096,4,13,1,0.0001,43.556303,1fef342d24fff701,fc5302946ace139b,11.6535,0.8964,3.32E+10,0.76,0.0096,58.65,0.426
1981,1,4096,4,14,1,0.0001,40.429147,1fef342d24fff701,fc5302946ace139b,12.5549,0.8968,3.32E+10,0.82,0.0089,58.42,0.409
1981,1,4096,4,15,1,0.0001,37.790299,1fef342d24fff701,fc5302946ace139b,13.4316,0.8954,3.32E+10,0.88,0.0083,59.27,0.389
1981,1,4096,4,16,1,0.0001,35.871052,1fef342d24fff701,fc5302946ace139b,14.1502,0.8844,3.32E+10,0.93,0.0087,66.35,0.351
1981,1,4096,4,17,1,0.0001,33.625053,1fef342d24fff701,fc5302946ace139b,15.0954,0.8880,3.32E+10,0.99,0.0079,64.04,0.344
1981,1,4096,4,18,1,0.0001,31.84052,1fef342d24fff701,fc5302946ace139b,15.9414,0.8856,3.32E+10,1.04,0.0076,65.55,0.327
1981,1,4096,4,19,1,0.0001,30.331884,1fef342d24fff701,fc5302946ace139b,16.7343,0.8808,3.32E+10,1.09,0.0075,68.72,0.306
1981,1,4096,4,20,1,0.0001,28.728891,1fef342d24fff701,fc5302946ace139b,17.6680,0.8834,3.32E+10,1.16,0.0069,66.99,0.300
1981,1,4096,4,21,1,0.0001,27.399656,1fef342d24fff701,fc5302946ace139b,18.5252,0.8822,3.32E+10,1.21,0.0067,67.81,0.288
1981,1,4096,4,22,1,0.0001,26.165197,1fef342d24fff701,fc5302946ace139b,19.3992,0.8818,3.32E+10,1.27,0.0064,68.05,0.278
1981,1,4096,4,23,1,0.0001,25.334614,1fef342d24fff701,fc5302946ace139b,20.0352,0.8711,3.32E+10,1.31,0.0067,75.11,0.252
1981,1,4096,4,24,1,0.0001,24.049443,1fef342d24fff701,fc5302946ace139b,21.1058,0.8794,3.32E+10,1.38,0.0060,69.60,0.257
1981,1,4096,4,25,1,0.0001,23.093075,1fef342d24fff701,fc5302946ace139b,21.9799,0.8792,3.32E+10,1.44,0.0057,69.74,0.249
1981,1,4096,4,26,1,0.0001,22.240287,1fef342d24fff701,fc5302946ace139b,22.8227,0.8778,3.32E+10,1.49,0.0056,70.66,0.239
1981,1,4096,4,27,1,0.0001,21.410942,1fef342d24fff701,fc5302946ace139b,23.7067,0.8780,3.32E+10,1.55,0.0053,70.51,0.233
1981,1,4096,4,28,1,0.0001,20.714766,1fef342d24fff701,fc5302946ace139b,24.5035,0.8751,3.32E+10,1.60,0.0053,72.43,0.222
1981,1,4096,4,29,1,0.0001,20.303529,1fef342d24fff701,fc5302946ace139b,24.9998,0.8621,3.32E+10,1.64,0.0057,81.22,0.200
1981,1,4096,4,30,1,0.0001,19.526336,1fef342d24fff701,fc5302946ace139b,25.9948,0.8665,3.32E+10,1.70,0.0053,78.21,0.200
1981,1,4096,4,31,1,0.0001,18.846387,1fef342d24fff701,fc5302946ace139b,26.9327,0.8688,3.32E+10,1.76,0.0050,76.65,0.197
1981,1,4096,4,32,1,0.0001,18.852341,1fef342d24fff701,fc5302946ace139b,26.9242,0.8414,3.32E+10,1.76,0.0061,95.69,0.165
1981,1,4096,4,33,1,0.0001,18.013323,1fef342d24fff701,fc5302946ace139b,28.1782,0.8539,3.32E+10,1.84,0.0053,86.86,0.172
1981,1,4096,4,34,1,0.0001,17.347742,1fef342d24fff701,fc5302946ace139b,29.2593,0.8606,3.32E+10,1.91,0.0049,82.24,0.174
1981,1,4096,4,35,1,0.0001,17.456896,1fef342d24fff701,fc5302946ace139b,29.0764,0.8308,3.32E+10,1.90,0.0060,103.41,0.144
1981,1,4096,4,36,1,0.0001,16.504556,1fef342d24fff701,fc5302946ace139b,30.7541,0.8543,3.32E+10,2.01,0.0049,86.58,0.160
1981,1,4096,4,37,1,0.0001,16.015124,1fef342d24fff701,fc5302946ace139b,31.6940,0.8566,3.32E+10,2.07,0.0047,84.98,0.159
1981,1,4096,4,38,1,0.0001,15.786086,1fef342d24fff701,fc5302946ace139b,32.1539,0.8462,3.32E+10,2.10,0.0049,92.29,0.146
1981,1,4096,4,39,1,0.0001,15.288048,1fef342d24fff701,fc5302946ace139b,33.2013,0.8513,3.32E+10,2.17,0.0046,88.65,0.147
1981,1,4096,4,40,1,0.0001,15.047193,1fef342d24fff701,fc5302946ace139b,33.7328,0.8433,3.32E+10,2.21,0.0048,94.30,0.138
1981,1,4096,4,41,1,0.0001,14.465244,1fef342d24fff701,fc5302946ace139b,35.0899,0.8559,3.32E+10,2.30,0.0042,85.49,0.145
1981,1,4096,4,42,1,0.0001,14.33606,1fef342d24fff701,fc5302946ace139b,35.4061,0.8430,3.32E+10,2.32,0.0045,94.53,0.132
1981,1,4096,4,43,1,0.0001,13.915028,1fef342d24fff701,fc5302946ace139b,36.4774,0.8483,3.32E+10,2.39,0.0043,90.76,0.133
1981,1,4096,4,44,1,0.0001,13.549456,1fef342d24fff701,fc5302946ace139b,37.4615,0.8514,3.32E+10,2.45,0.0041,88.59,0.133
1981,1,4096,4,45,1,0.0001,13.30714,1fef342d24fff701,fc5302946ace139b,38.1437,0.8476,3.32E+10,2.50,0.0041,91.24,0.127
1981,1,4096,4,46,1,0.0001,13.029928,1fef342d24fff701,fc5302946ace139b,38.9552,0.8469,3.32E+10,2.55,0.0040,91.79,0.124
1981,1,4096,4,47,1,0.0001,13.182749,1fef342d24fff701,fc5302946ace139b,38.5036,0.8192,3.32E+10,2.52,0.0048,112.01,0.105
1981,1,4096,4,48,1,0.0001,13.320739,1fef342d24fff701,fc5302946ace139b,38.1048,0.7938,3.32E+10,2.49,0.0055,131.81,0.092
1981,1,4096,4,49,1,0.0001,12.430468,1fef342d24fff701,fc5302946ace139b,40.8338,0.8333,3.32E+10,2.67,0.0042,101.51,0.109
1981,1,4096,4,50,1,0.0001,12.250105,1fef342d24fff701,fc5302946ace139b,41.4350,0.8287,3.32E+10,2.71,0.0042,104.92,0.105
1981,1,4096,4,51,1,0.0001,12.083767,1fef342d24fff701,fc5302946ace139b,42.0054,0.8236,3.32E+10,2.75,0.0043,108.69,0.100
1981,1,4096,4,52,1,0.0001,12.097245,1fef342d24fff701,fc5302946ace139b,41.9586,0.8069,3.32E+10,2.74,0.0047,121.47,0.091
1981,1,4096,4,53,1,0.0001,11.812112,1fef342d24fff701,fc5302946ace139b,42.9714,0.8108,3.32E+10,2.81,0.0045,118.46,0.091
1981,1,4096,4,54,1,0.0001,11.439257,1fef342d24fff701,fc5302946ace139b,44.3721,0.8217,3.32E+10,2.90,0.0041,110.14,0.094
1981,1,4096,4,55,1,0.0001,11.099536,1fef342d24fff701,fc5302946ace139b,45.7301,0.8315,3.32E+10,2.99,0.0038,102.89,0.097
1981,1,4096,4,56,1,0.0001,10.909532,1fef342d24fff701,fc5302946ace139b,46.5266,0.8308,3.32E+10,3.04,0.0037,103.35,0.095
1981,1,4096,4,57,1,0.0001,10.893996,1fef342d24fff701,fc5302946ace139b,46.5930,0.8174,3.32E+10,3.05,0.0040,113.37,0.088
1981,1,4096,4,58,1,0.0001,10.605484,1fef342d24fff701,fc5302946ace139b,47.8605,0.8252,3.32E+10,3.13,0.0037,107.53,0.090
1981,1,4096,4,59,1,0.0001,10.612435,1fef342d24fff701,fc5302946ace139b,47.8291,0.8107,3.32E+10,3.13,0.0040,118.55,0.082
1981,1,4096,4,60,1,0.0001,10.353627,1fef342d24fff701,fc5302946ace139b,49.0247,0.8171,3.32E+10,3.21,0.0038,113.63,0.084
1981,1,4096,4,61,1,0.0001,10.267016,1fef342d24fff701,fc5302946ace139b,49.4383,0.8105,3.32E+10,3.23,0.0039,118.70,0.080
1981,1,4096,4,62,1,0.0001,10.130958,1fef342d24fff701,fc5302946ace139b,50.1022,0.8081,3.32E+10,3.28,0.0039,120.54,0.078
1981,1,4096,4,63,1,0.0001,9.720318,1fef342d24fff701,fc5302946ace139b,52.2188,0.8289,3.32E+10,3.42,0.0033,104.80,0.085
1981,1,4096,4,64,1,0.0001,11.090332,1fef342d24fff701,fc5302946ace139b,45.7681,0.7151,3.32E+10,2.99,0.0063,202.20,0.052
2038,0,2048,4,1,1,0.0001,131.014678,0a29f33d4565cc3b,0273cbf491d3ad29,1.0000,1.0000,8.53E+09,0.07,n/a,0.00,1.000
2038,1,2048,4,1,1,0.0001,131.133651,0a29f33d4565cc3b,0273cbf491d3ad29,0.9991,0.9991,8.53E+09,0.07,n/a,0.12,0.999
2038,1,2048,4,2,1,0.0001,70.445989,0a29f33d4565cc3b,0273cbf491d3ad29,1.8598,0.9299,8.53E+09,0.12,0.0754,9.88,0.877
2038,1,2048,4,3,1,0.0001,47.244942,0a29f33d4565cc3b,0273cbf491d3ad29,2.7731,0.9244,8.53E+09,0.18,0.0409,10.72,0.815
2038,1,2048,4,4,1,0.0001,35.79468,0a29f33d4565cc3b,0273cbf491d3ad29,3.6602,0.9150,8.53E+09,0.24,0.0309,12.16,0.746
2038,1,2048,4,5,1,0.0001,28.819146,0a29f33d4565cc3b,0273cbf491d3ad29,4.5461,0.9092,8.53E+09,0.30,0.0250,13.08,0.688
2038,1,2048,4,6,1,0.0001,24.120419,0a29f33d4565cc3b,0273cbf491d3ad29,5.4317,0.9053,8.53E+09,0.35,0.0209,13.71,0.638
2038,1,2048,4,7,1,0.0001,20.856601,0a29f33d4565cc3b,0273cbf491d3ad29,6.2817,0.8974,8.53E+09,0.41,0.0191,14.98,0.582
2038,1,2048,4,8,1,0.0001,18.358918,0a29f33d4565cc3b,0273cbf491d3ad29,7.1363,0.8920,8.53E+09,0.46,0.0173,15.86,0.537
2038,1,2048,4,9,1,0.0001,16.43481,0a29f33d4565cc3b,0273cbf491d3ad29,7.9718,0.8858,8.53E+09,0.52,0.0161,16.90,0.493
2038,1,2048,4,10,1,0.0001,14.817068,0a29f33d4565cc3b,0273cbf491d3ad29,8.8421,0.8842,8.53E+09,0.58,0.0145,17.16,0.463
2038,1,2048,4,11,1,0.0001,13.414886,0a29f33d4565cc3b,0273cbf491d3ad29,9.7664,0.8879,8.53E+09,0.64,0.0126,16.55,0.448
2038,1,2048,4,12,1,0.0001,12.333231,0a29f33d4565cc3b,0273cbf491d3ad29,10.6229,0.8852,8.53E+09,0.69,0.0118,16.98,0.421
2038,1,2048,4,13,1,0.0001,11.565653,0a29f33d4565cc3b,0273cbf491d3ad29,11.3279,0.8714,8.53E+09,0.74,0.0123,19.34,0.374
2038,1,2048,4,14,1,0.0001,10.698635,0a29f33d4565cc3b,0273cbf491d3ad29,12.2459,0.8747,8.53E+09,0.80,0.0110,18.77,0.363
2038,1,2048,4,15,1,0.0001,10.0297,0a29f33d4565cc3b,0273cbf491d3ad29,13.0627,0.8708,8.53E+09,0.85,0.0106,19.43,0.340
2038,1,2048,4,16,1,0.0001,9.606104,0a29f33d4565cc3b,0273cbf491d3ad29,13.6387,0.8524,8.53E+09,0.89,0.0115,22.68,0.298
2038,1,2048,4,17,1,0.0001,8.939037,0a29f33d4565cc3b,0273cbf491d3ad29,14.6565,0.8621,8.53E+09,0.95,0.0100,20.95,0.299
2038,1,2048,4,18,1,0.0001,8.526702,0a29f33d4565cc3b,0273cbf491d3ad29,15.3652,0.8536,8.53E+09,1.00,0.0101,22.47,0.275
2038,1,2048,4,19,1,0.0001,8.126427,0a29f33d4565cc3b,0273cbf491d3ad29,16.1221,0.8485,8.53E+09,1.05,0.0099,23.39,0.258
2038,1,2048,4,20,1,0.0001,7.763276,0a29f33d4565cc3b,0273cbf491d3ad29,16.8762,0.8438,8.53E+09,1.10,0.0097,24.25,0.242
2038,1,2048,4,21,1,0.0001,7.413361,0a29f33d4565cc3b,0273cbf491d3ad29,17.6728,0.8416,8.53E+09,1.15,0.0094,24.67,0.231
2038,1,2048,4,22,1,0.0001,7.12849,0a29f33d4565cc3b,0273cbf491d3ad29,18.3790,0.8354,8.53E+09,1.20,0.0094,25.81,0.216
2038,1,2048,4,23,1,0.0001,6.635189,0a29f33d4565cc3b,0273cbf491d3ad29,19.7454,0.8585,8.53E+09,1.29,0.0075,21.59,0.235
2038,1,2048,4,24,1,0.0001,6.417484,0a29f33d4565cc3b,0273cbf491d3ad29,20.4153,0.8506,8.53E+09,1.33,0.0076,23.00,0.218
2038,1,2048,4,25,1,0.0001,6.223625,0a29f33d4565cc3b,0273cbf491d3ad29,21.0512,0.8420,8.53E+09,1.37,0.0078,24.58,0.202
2038,1,2048,4,26,1,0.0001,6.003664,0a29f33d4565cc3b,0273cbf491d3ad29,21.8225,0.8393,8.53E+09,1.42,0.0077,25.08,0.193
2038,1,2048,4,27,1,0.0001,5.822828,0a29f33d4565cc3b,0273cbf491d3ad29,22.5002,0.8333,8.53E+09,1.47,0.0077,26.20,0.182
2038,1,2048,4,28,1,0.0001,5.502413,0a29f33d4565cc3b,0273cbf491d3ad29,23.8104,0.8504,8.53E+09,1.55,0.0065,23.05,0.193
2038,1,2048,4,29,1,0.0001,5.269182,0a29f33d4565cc3b,0273cbf491d3ad29,24.8643,0.8574,8.53E+09,1.62,0.0059,21.79,0.195
2038,1,2048,4,30,1,0.0001,5.058486,0a29f33d4565cc3b,0273cbf491d3ad29,25.9000,0.8633,8.53E+09,1.69,0.0055,20.74,0.196
2038,1,2048,4,31,1,0.0001,5.154183,0a29f33d4565cc3b,0273cbf491d3ad29,25.4191,0.8200,8.53E+09,1.66,0.0073,28.76,0.152
2038,1,2048,4,32,1,0.0001,5.200811,0a29f33d4565cc3b,0273cbf491d3ad29,25.1912,0.7872,8.53E+09,1.64,0.0087,35.41,0.128
2038,1,2048,4,33,1,0.0001,4.660689,0a29f33d4565cc3b,0273cbf491d3ad29,28.1106,0.8518,8.53E+09,1.83,0.0054,22.79,0.170
2038,1,2048,4,34,1,0.0001,4.86766,0a29f33d4565cc3b,0273cbf491d3ad29,26.9153,0.7916,8.53E+09,1.75,0.0080,34.49,0.124
2038,1,2048,4,35,1,0.0001,4.570344,0a29f33d4565cc3b,0273cbf491d3ad29,28.6663,0.8190,8.53E+09,1.87,0.0065,28.95,0.136
2038,1,2048,4,36,1,0.0001,4.224547,0a29f33d4565cc3b,0273cbf491d3ad29,31.0127,0.8615,8.53E+09,2.02,0.0046,21.07,0.167
2038,1,2048,4,37,1,0.0001,4.463669,0a29f33d4565cc3b,0273cbf491d3ad29,29.3513,0.7933,8.53E+09,1.91,0.0072,34.14,0.116
2038,1,2048,4,38,1,0.0001,4.177381,0a29f33d4565cc3b,0273cbf491d3ad29,31.3629,0.8253,8.53E+09,2.04,0.0057,27.73,0.131
2038,1,2048,4,39,1,0.0001,4.296844,0a29f33d4565cc3b,0273cbf491d3ad29,30.4909,0.7818,8.53E+09,1.99,0.0073,36.56,0.105
2038,1,2048,4,40,1,0.0001,4.000282,0a29f33d4565cc3b,0273cbf491d3ad29,32.7514,0.8188,8.53E+09,2.13,0.0057,29.00,0.121
2038,1,2048,4,41,1,0.0001,3.747385,0a29f33d4565cc3b,0273cbf491d3ad29,34.9616,0.8527,8.53E+09,2.28,0.0043,22.63,0.142
2038,1,2048,4,42,1,0.0001,3.980789,0a29f33d4565cc3b,0273cbf491d3ad29,32.9117,0.7836,8.53E+09,2.14,0.0067,36.18,0.099
2038,1,2048,4,43,1,0.0001,3.581355,0a29f33d4565cc3b,0273cbf491d3ad29,36.5824,0.8508,8.53E+09,2.38,0.0042,22.98,0.135
2038,1,2048,4,44,1,0.0001,3.513562,0a29f33d4565cc3b,0273cbf491d3ad29,37.2883,0.8475,8.53E+09,2.43,0.0042,23.58,0.130
2038,1,2048,4,45,1,0.0001,3.893591,0a29f33d4565cc3b,0273cbf491d3ad29,33.6488,0.7478,8.53E+09,2.19,0.0077,44.20,0.081
2038,1,2048,4,46,1,0.0001,3.35634,0a29f33d4565cc3b,0273cbf491d3ad29,39.0350,0.8486,8.53E+09,2.54,0.0040,23.38,0.126
2038,1,2048,4,47,1,0.0001,3.517881,0a29f33d4565cc3b,0273cbf491d3ad29,37.2425,0.7924,8.53E+09,2.43,0.0057,34.33,0.093
2038,1,2048,4,48,1,0.0001,3.76586,0a29f33d4565cc3b,0273cbf491d3ad29,34.7901,0.7248,8.53E+09,2.27,0.0081,49.75,0.070
2038,1,2048,4,49,1,0.0001,3.487747,0a29f33d4565cc3b,0273cbf491d3ad29,37.5643,0.7666,8.53E+09,2.45,0.0063,39.88,0.080
2038,1,2048,4,50,1,0.0001,3.577316,0a29f33d4565cc3b,0273cbf491d3ad29,36.6237,0.7325,8.53E+09,2.38,0.0075,47.85,0.070
2038,1,2048,4,51,1,0.0001,3.209553,0a29f33d4565cc3b,0273cbf491d3ad29,40.8202,0.8004,8.53E+09,2.66,0.0050,32.67,0.089
2038,1,2048,4,52,1,0.0001,3.323191,0a29f33d4565cc3b,0273cbf491d3ad29,39.4244,0.7582,8.53E+09,2.57,0.0063,41.79,0.074
2038,1,2048,4,53,1,0.0001,3.31966,0a29f33d4565cc3b,0273cbf491d3ad29,39.4663,0.7446,8.53E+09,2.57,0.0066,44.93,0.069
2038,1,2048,4,54,1,0.0001,2.900749,0a29f33d4565cc3b,0273cbf491d3ad29,45.1658,0.8364,8.53E+09,2.94,0.0037,25.63,0.102
2038,1,2048,4,55,1,0.0001,3.252922,0a29f33d4565cc3b,0273cbf491d3ad29,40.2760,0.7323,8.53E+09,2.62,0.0068,47.90,0.064
2038,1,2048,4,56,1,0.0001,2.931492,0a29f33d4565cc3b,0273cbf491d3ad29,44.6921,0.7981,8.53E+09,2.91,0.0046,33.15,0.081
2038,1,2048,4,57,1,0.0001,3.180566,0a29f33d4565cc3b,0273cbf491d3ad29,41.1923,0.7227,8.53E+09,2.68,0.0069,50.28,0.059
2038,1,2048,4,58,1,0.0001,2.841334,0a29f33d4565cc3b,0273cbf491d3ad29,46.1103,0.7950,8.53E+09,3.00,0.0045,33.78,0.078
2038,1,2048,4,59,1,0.0001,3.200828,0a29f33d4565cc3b,0273cbf491d3ad29,40.9315,0.6938,8.53E+09,2.67,0.0076,57.83,0.052
2038,1,2048,4,60,1,0.0001,2.649977,0a29f33d4565cc3b,0273cbf491d3ad29,49.4399,0.8240,8.53E+09,3.22,0.0036,27.98,0.087
2038,1,2048,4,61,1,0.0001,2.620473,0a29f33d4565cc3b,0273cbf491d3ad29,49.9966,0.8196,8.53E+09,3.26,0.0037,28.83,0.083
2038,1,2048,4,62,1,0.0001,2.613013,0a29f33d4565cc3b,0273cbf491d3ad29,50.1393,0.8087,8.53E+09,3.26,0.0039,30.99,0.078
2038,1,2048,4,63,1,0.0001,2.621564,0a29f33d4565cc3b,0273cbf491d3ad29,49.9758,0.7933,8.53E+09,3.25,0.0042,34.14,0.071
2038,1,2048,4,64,1,0.0001,3.173495,0a29f33d4565cc3b,0273cbf491d3ad29,41.2840,0.6451,8.53E+09,2.69,0.0087,72.09,0.042
2084,1,16384,4,64,1,0.0001,69.115998,2ee108e48da0bb9f,d5c79d2e9bc6f8fb,,,5.59E+11,8.09,n/a,4423.42,0.015